85490453662029,3,-0.06407058,0.04084778,0.2307951,
85490458667707,3,-0.18066522,0.11935806,-0.08005972,
85490486563332,3,-0.18016107,0.19781494,0.037565418,
85490489540311,3,-0.14066997,0.040880203,0.15318097,
85490492865832,3,-0.25746828,0.19784355,-0.15747802,
85490528672238,3,-0.101965636,0.19783401,-0.039579317,
85490530306248,3,-0.10109937,0.15861511,-3.7932396E-4,
85490542942602,3,-0.17977616,0.23708916,-0.077436686,
85490546287082,3,-0.10178385,0.1586361,0.079766646,
85490551371717,3,-0.10279594,0.15858841,0.15589258,
85490555088019,3,-0.18157123,0.19783974,-0.038485393,
85490558363436,3,-0.1821996,0.08018398,-0.03671691,
85490573673904,3,-0.1439918,0.08015633,0.07991424,
85490578038749,3,-0.22131863,0.15865612,-0.19253698,
85490587963124,3,-0.22160651,0.19791412,-0.111861736,
85490597255988,3,-0.22281677,0.040970802,0.08255014,
85490608161353,3,-0.14607796,0.15865898,-0.11211863,
85490621055832,3,-0.031586446,0.119449615,-0.07016669,
85490628174061,3,-0.033866957,0.0017414093,0.007903352,
85490640329946,3,-0.03659492,0.11942005,-0.06932059,
85490648204269,3,-0.0768152,0.27635288,-0.14574754,
85490657870832,3,-0.07915271,0.2371254,0.012231737,
85490670431405,3,0.112770855,0.19785786,0.050924383,
85490678182030,3,-0.047380812,0.19783401,0.011822566,
85490688227603,3,0.028024986,0.19780636,0.12911248,
85490698337030,3,-0.013970204,0.15856743,0.011679068,
85490708523905,3,-0.054701947,0.04087448,0.0115092695,
85490722266404,3,-0.05779816,0.119330406,0.012850165,
85490727879686,3,-0.09948297,0.080099106,0.05252216,
85490740446301,3,-0.10223898,0.08007336,0.0912604,
85490748182394,3,-0.027600378,0.1584816,0.16839345,
85490758696040,3,-0.07023182,0.08002567,0.012164518,
85490773176873,3,0.0032982454,0.19769478,-0.026296064,
85490778269790,3,0.039947394,0.19767475,0.05161207,
85490841682082,3,-0.0034594126,0.119205475,0.012330815,
85490844977029,3,-0.007617116,0.19762897,0.08996509,
85490848404374,3,-0.011659086,0.07994461,0.011856183,
85490852616665,3,0.061600637,0.19761658,0.012241378,
85490854767654,3,-0.02095006,0.11915493,0.05144752,
85490858085832,3,0.01431348,0.11916447,-0.026011392,
85490859750623,3,0.012349779,0.15839005,0.01332362,
85490862459425,3,0.008490181,0.119187355,-0.102767155,
85490868991196,3,0.043142896,0.2368803,0.054952018,
85490878106197,3,-0.039057087,0.19766235,0.01625909,
85490898528124,3,-0.0065562897,0.15845871,0.017399788,
85490912797498,3,0.029465083,0.15845871,0.056588687,
85490921030728,3,0.06605256,0.1584444,0.1340257,
85490927652186,3,0.023408268,0.15844822,0.13405666,
85490941127655,3,-0.01838,0.19768715,0.05595564,
85490948142603,3,0.017416919,0.15845966,0.13403562,
85490958488592,3,0.09187345,0.15846825,0.13396987,
85490972567707,3,0.08781336,0.08003616,0.056026958,
85490979155624,3,0.0063177235,0.1192646,0.055621587,
85490988341353,3,0.1209697,0.0800333,0.09394276,
85490998107915,3,0.11619182,0.23696423,0.055056356,
85491008558176,3,0.15033306,0.19776917,0.016340628,
85491021432446,3,0.14496452,0.3154726,0.016173467,
85491027428592,3,0.13915555,0.15860653,-0.101057425,
85491042654998,3,0.25048482,0.23709774,0.016524762,
85491048359738,3,0.2465542,0.27634144,0.016068533,
85491059020259,3,0.20159608,0.2763815,-0.023239002,
85491072150727,3,0.23570254,0.19799995,-0.17827085,
85491078203749,3,0.23095565,0.19803143,0.056586646,
85491088718592,3,0.22688328,0.2373066,-0.09956251,
85491097559165,3,0.26218978,0.2373581,-0.09867141,
85491108682603,3,0.33602995,0.3550911,-0.05884275,
85491121686456,3,0.33290422,0.35511494,0.019193098,
85491127923175,3,0.291706,0.19820976,0.05739913,
85491143865413,3,0.25042218,0.23746395,-0.059900448,
85491147971923,3,0.13274121,0.15900898,0.018394351,
85491157706246,3,0.09310399,0.19822025,0.13497758,
85491172163539,3,0.014855087,0.15896988,0.17284167,
85491178927602,3,0.015882678,0.15895462,0.094169855,
85491188006612,3,-0.022624373,0.1589346,0.09350613,
85491208448696,3,-0.021275885,0.15893173,-0.023521334,
85491222832133,3,-0.09812135,0.15889835,0.09306891,
85491227637706,3,-0.058096588,0.15887642,0.09231575,
85491241277914,3,-0.09631664,0.15883446,0.12979901,
85491248906664,3,-0.13445136,0.15881062,0.16829145,
85491258328071,3,-0.055263117,0.15879536,0.0893227,
85491271303435,3,-0.17063874,0.041088104,0.088985726,
85491277899477,3,-0.16980608,0.04106617,0.12734577,
85491289721196,3,-0.09176847,0.08026886,0.12570211,
85491297491664,3,-0.05328159,0.11948681,0.1247581,
85491309599789,3,-0.015533835,0.15870094,0.083839014,
85491322119372,3,0.061046556,0.15869617,0.1610162,
85491327581092,3,0.02052261,0.08025551,0.004087597,
85491338721508,3,0.018949665,0.119496346,0.0039081424,
85491348479060,3,0.0561506,0.11950779,0.08198257,
85491358637237,3,0.054010667,0.1195364,0.043060504,
85491374712549,3,0.13064191,0.27648544,-0.0731764,
85491378926664,3,0.16789195,0.27651978,-0.072429374,
85491388618331,3,0.16620064,0.23731136,-0.072405115,
85491397459217,3,0.12610456,0.19810295,-0.11112057,
85491409956716,3,0.08618091,0.11966324,0.0069348067,
85491420145102,3,0.046733953,0.11968136,-0.070613265,
85491427592966,3,0.047002837,0.19816494,-0.18637817,
