85484715603751,30.0,52.24990904,6.84965873,52.0,0.0,0.0
85515740067697,28.0,52.25005739,6.84979587,54.0,102.9,1.401285
85516696341968,19.0,52.25019046,6.849944,62.0,115.8,1.8087841
85517729573790,11.0,52.25025127,6.84994957,59.0,121.3,2.5538402
85518735435456,7.0,52.25017938,6.85000849,64.0,118.1,3.1202562
85519759570665,6.0,52.25016977,6.85009304,69.0,116.0,3.417748
85520742023632,4.0,52.25011431,6.8501152,69.0,123.9,3.6144845
85521771606184,3.0,52.2500966,6.85016612,70.0,109.7,3.540127
85522860809152,3.0,52.25011068,6.85023325,70.0,93.5,3.2035139
85523704735558,3.0,52.25010953,6.8502768,69.0,85.8,3.64
85524729002538,3.0,52.25009684,6.85031823,69.0,111.9,3.4352584
85525722986807,3.0,52.25007417,6.85035881,68.0,128.1,3.8289032
85526725921235,3.0,52.25005683,6.85039883,68.0,129.0,3.5922136
85527732518995,3.0,52.25003764,6.85044463,68.0,129.6,3.5062943
85528735423369,3.0,52.25002257,6.85050691,68.0,116.9,3.9928186
85529732581025,3.0,52.25001156,6.85057356,69.0,109.3,4.1902986
85530733587066,3.0,52.25000333,6.85063071,70.0,107.8,4.100049
85531734917743,3.0,52.24998755,6.85067823,70.0,115.9,3.86
85532731569253,3.0,52.2499544,6.85070801,70.0,140.1,3.8604662
85533768478836,3.0,52.24992251,6.85073863,70.0,143.4,4.02
85534736497586,3.0,52.24989852,6.85078542,69.0,142.2,4.1212134
85535736455085,3.0,52.24987686,6.8508312,69.0,134.2,4.0117955
85536734179668,3.0,52.24984865,6.85087624,70.0,135.5,4.14
85537735998210,3.0,52.24982678,6.85092904,69.0,130.4,4.5013103
85538726772792,3.0,52.2498033,6.85098571,69.0,130.0,4.480279
85539703505135,3.0,52.24977732,6.85103876,70.0,124.1,4.501111
85540741880083,3.0,52.2497505,6.85109207,70.0,133.2,4.5848117
85541758421906,3.0,52.24972383,6.85113513,69.0,135.2,4.3522983
85542755353311,3.0,52.24969815,6.85118284,70.0,136.2,4.442207
85543733395550,3.0,52.2496677,6.85121427,71.0,149.5,4.3541474
85544751744248,3.0,52.2496238,6.8512256,70.0,167.3,4.720519
85545742717998,3.0,52.24958755,6.85121709,70.0,185.7,4.8200936
85546745969039,3.0,52.24955344,6.85119478,69.0,200.1,4.5145316
85547743032216,3.0,52.24951966,6.85116926,69.0,204.8,4.504442
85548751133987,3.0,52.24948698,6.85114859,69.0,202.3,4.2402945
85549739482788,3.0,52.24945507,6.85112552,69.0,200.5,4.0620804
85550740044923,3.0,52.24941873,6.85110912,70.0,198.4,4.24
85551737128673,3.0,52.24938102,6.85109793,70.0,193.1,4.196308
85552740964454,3.0,52.24935506,6.85109242,69.0,187.7,2.8779333
85553744462839,3.0,52.24931177,6.8510893,69.0,185.5,4.18
85554740391640,3.0,52.2492789,6.85109892,70.0,176.3,3.8201177
85555714880181,3.0,52.24924726,6.85113174,70.0,159.2,4.00005
85556714338669,3.0,52.24920745,6.85116973,70.0,149.2,4.6400104
85557742941170,3.0,52.24917282,6.85121477,70.0,143.0,4.780094
85558735672577,3.0,52.24913965,6.85126559,70.0,138.7,4.551099
85559739577003,3.0,52.2491158,6.85131192,70.0,131.7,4.3425913
85560735620753,3.0,52.24907815,6.85135314,70.0,141.3,4.7334237
85561745692472,3.0,52.24904332,6.85140944,70.0,135.8,4.970251
85562740719918,3.0,52.24901541,6.85146021,70.0,132.5,4.7705135
85563744396637,3.0,52.24898626,6.85150606,71.0,131.5,4.0700126
85564745698407,3.0,52.24895438,6.85155583,70.0,134.0,4.085927
85565796110022,3.0,52.2489236,6.85161721,70.0,127.8,4.871478
85566731975073,3.0,52.24889234,6.85167179,70.0,131.3,4.931014
85567731607885,3.0,52.24886071,6.85172416,70.0,132.5,4.99009
85568732934447,3.0,52.24883269,6.85177464,70.0,131.9,4.9500403
85569733051062,3.0,52.24879818,6.85182859,71.0,134.6,4.760042
85570743129551,3.0,52.24876902,6.85188049,70.0,132.9,4.7351136
85571786526895,3.0,52.24873859,6.85192462,70.0,134.3,4.4089003
85572723328300,3.0,52.24870754,6.8519807,70.0,132.5,4.8110394
85573734803352,3.0,52.2486779,6.85204076,71.0,131.8,5.03004
85574755456112,3.0,52.24864291,6.85209435,71.0,133.6,5.0619364
85575754718559,3.0,52.2486087,6.8521451,71.0,134.9,5.00036
85576809798038,3.0,52.24858221,6.85219702,70.0,131.0,4.4522467
85577746087725,3.0,52.24854927,6.85225296,71.0,130.8,5.0600395
85578763110485,3.0,52.24853057,6.85231433,70.0,130.7,4.7371407
85579736647829,3.0,52.2484986,6.85237035,70.0,131.5,4.9325957
85580729415537,3.0,52.24847805,6.85241453,70.0,131.5,3.9
85581768231839,3.0,52.24844102,6.8524779,70.0,132.8,5.04
85582744161526,3.0,52.24840999,6.85253801,70.0,127.0,4.7401476
85583731289702,3.0,52.24838265,6.85258819,71.0,124.1,4.500178
85584742194858,3.0,52.24836172,6.8526403,71.0,136.1,4.5269084
85585732675691,3.0,52.24833586,6.85268505,71.0,130.9,4.3016744
85586750829180,3.0,52.24831345,6.85273914,71.0,130.8,4.231702
85587740718503,3.0,52.24828277,6.85279212,70.0,133.7,4.5311036
85588706415273,3.0,52.2482499,6.85284999,69.0,132.1,4.689605
85589715126887,3.0,52.24821532,6.85290436,69.0,134.8,4.903682
85590746663917,3.0,52.24818284,6.85296219,69.0,135.1,4.7855306
85591745898554,3.0,52.24813988,6.85300964,69.0,141.7,5.0608006
85592740649491,3.0,52.24810916,6.85306986,69.0,131.3,5.1
85593739821104,3.0,52.24807875,6.85312706,70.0,133.0,5.14035
85594736876990,3.0,52.2480441,6.85318575,70.0,131.0,5.12
85595739862615,3.0,52.24801577,6.85324214,69.0,130.7,4.5957594
85596733792145,3.0,52.24798408,6.85330053,69.0,131.7,4.8050394
85597773228707,3.0,52.24794824,6.85335722,69.0,135.3,5.06
85598741539540,3.0,52.24791909,6.85341922,69.0,132.5,5.010489
85599739753029,3.0,52.24788619,6.8534734,68.0,133.1,5.100353
85600733167092,3.0,52.24785624,6.85352265,68.0,137.6,4.1764216
85601805461986,3.0,52.24782075,6.85357267,69.0,138.8,4.920498
85602734289226,3.0,52.24778948,6.85363571,68.0,139.1,5.1276503
85603706297247,3.0,52.24775305,6.85368281,69.0,141.1,5.1100097
85604762970475,3.0,52.24771106,6.85372788,69.0,146.5,5.0728498
85605733869850,3.0,52.24766948,6.85377236,69.0,147.8,5.15
85606815782766,3.0,52.24762733,6.85380744,68.0,148.1,5.240954
85607735369328,3.0,52.24758856,6.8538519,68.0,147.7,5.1400094
85608853236932,3.0,52.24754702,6.85388769,68.0,151.4,5.021434
85609743794484,3.0,52.2475088,6.85392409,68.0,153.6,5.3001513
85610743228858,3.0,52.24747294,6.85395407,68.0,150.6,4.891022
85611736279065,3.0,52.2474316,6.85398726,68.0,153.0,5.020637
85612712433962,3.0,52.24739931,6.85401871,68.0,151.9,4.940496
85613742331149,3.0,52.24735416,6.85405663,67.0,152.9,5.2234564
85614743872138,3.0,52.24731213,6.85408713,67.0,155.0,5.150243
85615741167971,3.0,52.24727205,6.85412664,68.0,151.2,5.331585
85616742383231,3.0,52.2472339,6.85415803,67.0,154.7,5.1903467
85617772382554,3.0,52.24719399,6.85418238,67.0,155.2,5.2800097
85618739684741,3.0,52.24715142,6.85421795,68.0,153.0,5.1607847
85619745392552,3.0,52.24710818,6.85425563,67.0,151.6,5.300236
85620715217813,3.0,52.24706935,6.85428949,67.0,152.5,5.1700873
85621735970157,3.0,52.24702466,6.85432026,67.0,153.4,5.14
85622741973541,3.0,52.24698521,6.85435713,67.0,149.4,5.102509
85623742985676,3.0,52.24694854,6.8543832,67.0,153.2,4.9602523
85624735941771,3.0,52.24690476,6.85441684,66.0,154.7,5.101921
85625772909113,3.0,52.24686713,6.85445099,66.0,152.7,4.8800926
85626744557290,3.0,52.24681973,6.85449039,66.0,154.2,5.2118807
85627733432341,3.0,52.2467765,6.8545224,66.0,155.9,5.3013587
85628745276195,3.0,52.2467285,6.85455827,65.0,154.9,5.2918525
85629736027238,3.0,52.24668388,6.85458726,66.0,156.7,5.5500364
85630751874996,3.0,52.24664581,6.85461928,66.0,157.1,5.441801
85631750475465,3.0,52.24660075,6.8546613,66.0,154.7,5.8141637
85632730549995,3.0,52.24656965,6.85470245,67.0,149.8,4.974867
85633745971715,3.0,52.24652331,6.85472512,66.0,159.9,5.0622225
85634744905672,3.0,52.24648879,6.85476227,66.0,151.4,4.8933115
85635716327235,3.0,52.24643987,6.85478362,66.0,157.5,5.4000373
85637150088536,3.0,52.246394,6.85481865,67.0,150.9,5.238597
85637724715254,3.0,52.24635078,6.85486656,67.0,151.8,5.230344
85638733258275,3.0,52.24630516,6.85489872,67.0,159.0,5.1927834
